Sensor1(mm), Sensor2(mm), Sensor3(mm), ExpectedUtility
0.0, 1332.1090571238835, 729.2195585009345, 2.9249724545e-31
0.0, 1307.0147768502213, 704.2632490049938, 1.076037232e-31
0.0, 1282.0541868881828, 679.2192114202707, 3.95851975589e-32
0.0, 1256.9609936873276, 654.244636942325, 1.45625803566e-32
0.0, 1230.4797382496279, 629.3160687736191, 5.35727392362e-33
0.0, 1207.1071515367826, 604.4799330855354, 1.97083093722e-33
0.0, 1182.9155116363056, 579.7032931313847, 7.25028183829e-34
0.0, 1157.715626045387, 554.6129399077992, 2.667229631e-34
0.0, 1132.6621765460475, 529.500206274098, 9.8121894613e-35
0.0, 1107.7540698873497, 504.6607749660884, 3.60970277569e-35
0.0, 1084.0582808515242, 481.00629925140254, 1.32793543992e-35
0.0, 1058.7212050121257, 455.5239613120329, 4.88520147548e-36
0.0, 1034.318948006645, 431.57269673189325, 1.79716518881e-36
0.0, 1008.4644174723254, 405.8434859148435, 6.61140125352e-37
0.0, 983.6750089391635, 382.10951501211696, 2.43219859851e-37
0.0, 951.9380349125893, 356.45660528327164, 8.94755861236e-38
0.0, 930.3751419481779, 331.24662611693077, 3.29162286216e-38
0.0, 909.5700283985427, 306.25535063974667, 1.21092037908e-38
0.0, 876.0112986742673, 282.52410680872885, 4.45472712359e-39
0.0, 859.5205768275478, 257.77745493678594, 1.6388025248e-39
0.0, 834.5981419508731, 231.98030031591406, 6.02881757013e-40
0.0, 810.868276890804, 207.18021897758237, 2.21787803862e-40
0.0, 784.3402227475312, 182.36306118939504, 8.15911733436e-41
0.0, 760.9281330349385, 157.7248801917993, 3.00157152541e-41
0.0, 735.8873341556218, 132.3341618533678, 1.10421645541e-41
0.0, 710.322464368076, 107.7212990483056, 4.06218532547e-42
0.0, 686.7221130280933, 87.16342271874937, 1.49439446747e-42
0.0, 661.5637790657989, 58.615097102695984, 5.49757001582e-43
0.0, 636.6952436238822, 33.484085073291, 2.02244298522e-43

522.2534866054976, 559.4522226852913, 635.2361765516822, 1
491.38320093122195, 510.49857966603855, 635.2361765516822, 0.735758882343
466.747633467261, 485.5335321632131, 635.2361765516822, 0.270670566473
443.10302609767797, 460.6024285692813, 635.2361765516822, 0.0995741367357
417.4091771589429, 436.4197664001635, 635.2361765516822, 0.0366312777775
392.26786563556993, 412.844028526027, 635.2361765516822, 0.0134758939982
367.238921358462, 390.5415812162189, 635.2361765516822, 0.00495750435333
342.2888823818245, 364.30413498089916, 635.2361765516822, 0.00182376393111
319.29959516512184, 338.77228355025716, 635.2361765516822, 0.000670925255805
292.84165829428724, 318.3695837289991, 635.2361765516822, 0.000246819608173
268.4705138608603, 290.3920055235059, 635.2361765516822, 9.0799859525e-05
243.9197736008276, 267.74659523385264, 635.2361765516822, 3.34034015805e-05
218.71853731932325, 241.36762683064234, 635.2361765516822, 1.22884247067e-05
193.72755564647807, 216.11179112616887, 635.2361765516822, 4.52065881396e-06
169.57438230835947, 191.2642022688935, 635.2361765516822, 1.66305743821e-06
144.01349767729076, 166.69583163841128, 635.2361765516822, 6.11804641004e-07
119.07478715246306, 153.35887212405572, 635.2361765516822, 2.25070349439e-07
95.15427173284336, 120.20975158470912, 635.2361765516822, 8.27987543757e-08
69.313761295501, 113.74694808192278, 635.2361765516822, 3.04599594894e-08
0.0, 63.01857784864634, 590.7400814431135, 1.12055928751e-08
20.94361895962539, 0.0, 573.169345937669, 4.12230724488e-09
15.884010516908157, 0.0, 565.9913423565075, 1.51651208558e-09
5.656277544436767, 0.0, 589.1422133057255, 5.57893618574e-10
2.230879873690349, 0.0, 616.1388923879261, 2.05237592634e-10
9.076438709252052, 0.0, 580.5509951017364, 7.55026908856e-11
9.046478888406352, 0.0, 517.6904210980294, 2.77758877299e-11
9.844362842790499, 0.0, 484.2981534689813, 1.02181780561e-11
7.3659815541096885, 0.0, 463.20638396192527, 3.75905763308e-12
6.721009958932504, 0.0, 435.3249691100501, 1.38288002139e-12
0.6077537749329379, 0.0, 425.07404743868057, 5.08733129475e-13
1.9741188078770988, 0.0, 390.686421813494, 1.87152459377e-13
7.800153919958068, 0.0, 393.3898416086686, 6.88495421694e-14
3.8471843622843145, 0.0, 352.6716056165472, 2.53283310982e-14
4.573954450810775, 0.0, 326.0794917088958, 9.31777229021e-15
10.384177781715929, 0.0, 300.74141483517633, 3.42781686308e-15
3.5160043068928815, 0.0, 280.1345984954545, 1.26102335203e-15
3.2673543546193615, 0.0, 254.68800268743487, 4.63904566049e-16
4.219475849756107, 0.0, 227.6584153218254, 1.70660952515e-16
4.686880416199699, 0.0, 205.11992095662842, 6.2782655841e-17
3.928934409650493, 0.0, 178.3639665639254, 2.3096448346e-17
13.715258206964563, 0.0, 155.17903433740227, 8.49670851058e-18
4.649535163955927, 0.0, 141.67786388920607, 3.12576437867e-18
4.806795519363474, 0.0, 108.10372528457087, 1.14990445286e-18
4.657873177566103, 0.0, 85.13415466294876, 4.23026207518e-19
5.697879676571683, 0.0, 66.90460240728856, 1.55622644823e-19
11.229025771693097, 0.0, 36.87852973948935, 5.7250371611e-20

58.875539782432554, 71.58609899389673, 145.33065746772084, 1
14.766568411699552, 0.0, 124.17901158066307, 0.735758882343
11.497463206930139, 0.0, 122.33084065647557, 0.270670566473
21.626347409051004, 0.0, 86.43238832710686, 0.0995741367357
7.866618482647105, 0.0, 44.76999419096787, 0.0366312777775

462.4539780901413, 358.6892542766056, 466.074028454708, 1
436.884957936478, 306.4504912927138, 466.074028454708, 0.735758882343
412.2394754149453, 260.1716319217223, 466.074028454708, 0.270670566473
389.56012702407224, 234.7497512978089, 466.074028454708, 0.0995741367357
362.77070527453907, 209.7511763238823, 466.074028454708, 0.0366312777775
338.38236296281565, 186.7729998202709, 466.074028454708, 0.0134758939982
313.0505128170409, 166.77182225471918, 466.074028454708, 0.00495750435333
292.0460982863065, 139.17392655359671, 466.074028454708, 0.00182376393111
264.214086010901, 113.01746726360288, 466.074028454708, 0.000670925255805
239.83359941920997, 87.72077542509369, 466.074028454708, 0.000246819608173
214.98215516523837, 62.874205393856435, 466.074028454708, 9.0799859525e-05
224.4755977078913, 0.0, 485.4966423462683, 3.34034015805e-05
148.77860438462332, 0.0, 435.4795206552124, 1.22884247067e-05
103.44855677254654, 0.0, 410.17408554231264, 4.52065881396e-06
49.180095407808075, 0.0, 384.83148440151274, 1.66305743821e-06
9.710694736310202, 0.0, 360.1207318101983, 6.11804641004e-07
18.097683971319125, 0.0, 340.254519493669, 2.25070349439e-07
2.7106694472896757, 0.0, 354.0668256922825, 8.27987543757e-08
17.94614811443235, 0.0, 324.4808035841029, 3.04599594894e-08
20.205065744989955, 0.0, 302.16650459203186, 1.12055928751e-08
9.840622899662593, 0.0, 329.03339480065387, 4.12230724488e-09
10.771315673538895, 0.0, 338.0851772227301, 1.51651208558e-09
14.432350332200551, 0.0, 286.245161569982, 5.57893618574e-10
11.09314103488817, 0.0, 248.81950314887763, 2.05237592634e-10
11.018129111721679, 0.0, 222.2019552171478, 7.55026908856e-11
9.790800453875805, 0.0, 200.8841556586053, 2.77758877299e-11
8.810325676865506, 0.0, 172.3744570613432, 1.02181780561e-11
9.846442977682903, 0.0, 147.389655226163, 3.75905763308e-12
9.449283787333822, 0.0, 130.82805163969064, 1.38288002139e-12
17.116918161283465, 0.0, 99.63241712485427, 5.08733129475e-13
7.650491697789397, 0.0, 75.45458851741228, 1.87152459377e-13
8.421835357338475, 0.0, 49.603989337346, 6.88495421694e-14

300.2494692198397, 1018.8100377309743, 370.3687351815755, 1
239.6857751938161, 1018.4332191789781, 370.3687351815755, 0.735758882343
210.18376224755798, 990.201181893152, 370.3687351815755, 0.270670566473
185.1849082188066, 955.8614989663737, 370.3687351815755, 0.0995741367357
160.18637811313698, 900.7382965436809, 370.3687351815755, 0.0366312777775
135.5535551277512, 874.5202257908865, 370.3687351815755, 0.0134758939982
110.27809841292081, 849.0714461131647, 370.3687351815755, 0.00495750435333
85.44083994077535, 824.121725191153, 370.3687351815755, 0.00182376393111
60.36321172897339, 800.42102626132, 370.3687351815755, 0.000670925255805
0.0, 790.5650116402887, 335.1289608988622, 0.000246819608173
0.0, 824.6562669835524, 337.7850116723125, 9.0799859525e-05
0.0, 805.8519567016749, 296.6046339834759, 3.34034015805e-05
0.0, 785.4801475734425, 236.0812573837797, 1.22884247067e-05
0.0, 783.4021641832478, 204.37856671817818, 4.52065881396e-06
0.0, 781.2351210705024, 179.70971812959695, 1.66305743821e-06
0.0, 778.0350172716239, 154.37050276137123, 6.11804641004e-07
0.0, 780.0817092505287, 129.36181158689834, 2.25070349439e-07
0.0, 781.4495406325383, 105.77594701937068, 8.27987543757e-08
0.0, 782.6252129194022, 81.68927996653734, 3.04599594894e-08
0.0, 756.3824019203021, 55.36831097262363, 1.12055928751e-08
0.0, 731.0756666481179, 30.193699848120122, 4.12230724488e-09

268.34698573990295, 1011.390359425336, 342.14762895568924, 1
220.21372405317626, 973.5518339382918, 342.14762895568924, 0.735758882343
200.9761351297804, 911.6894634981278, 342.14762895568924, 0.270670566473
172.28612489702232, 882.7498888879188, 342.14762895568924, 0.0995741367357
147.28514880661265, 862.8095371448834, 342.14762895568924, 0.0366312777775
122.199280967368, 841.072990344734, 342.14762895568924, 0.0134758939982
97.45088300153127, 818.0494468725943, 342.14762895568924, 0.00495750435333
72.1587747280005, 791.4383133315241, 342.14762895568924, 0.00182376393111
0.0, 762.6521691676256, 297.74565854026645, 0.000670925255805
0.0, 756.049310942523, 282.3205688633755, 0.000246819608173
0.0, 750.851697663463, 226.95550446513818, 9.0799859525e-05
0.0, 759.1405586470116, 174.64254580087535, 3.34034015805e-05
0.0, 768.7070271442064, 149.36503341099245, 1.22884247067e-05
0.0, 750.0342331863992, 126.44054836416558, 4.52065881396e-06
0.0, 733.0640915709153, 100.60375656561376, 1.66305743821e-06
0.0, 712.2852706346913, 75.02507176110142, 6.11804641004e-07
0.0, 686.8897720863798, 50.36038996380321, 2.25070349439e-07
0.0, 674.1310980480259, 25.803789092734615, 8.27987543757e-08

1172.732665226657, 1833.7062041600261, 1220.2499743904934, 1
1114.743783321019, 1831.6138013068014, 1220.2499743904934, 0.735758882343
1062.6763554307545, 1833.1594684289864, 1220.2499743904934, 0.270670566473
1037.6668391377918, 1832.6623317566405, 1220.2499743904934, 0.0995741367357
1012.8958211496144, 1833.2654270493767, 1220.2499743904934, 0.0366312777775
987.7663330434816, 1834.0275973813928, 1220.2499743904934, 0.0134758939982
963.1801389166037, 1832.8593530772612, 1220.2499743904934, 0.00495750435333
937.9199015575699, 1833.3047413436223, 1220.2499743904934, 0.00182376393111
912.9359475662984, 1829.4488694874372, 1220.2499743904934, 0.000670925255805
888.022931947333, 1831.9291293064578, 1220.2499743904934, 0.000246819608173
863.1791312681748, 1832.1017427883478, 1220.2499743904934, 9.0799859525e-05
838.0302974196907, 1833.9948719505992, 1220.2499743904934, 3.34034015805e-05
813.0933966645027, 1832.9385084721544, 1220.2499743904934, 1.22884247067e-05
788.4284291931662, 1832.5121737145512, 1220.2499743904934, 4.52065881396e-06
763.2464338777177, 1831.9577622402333, 1220.2499743904934, 1.66305743821e-06
738.4912203642664, 1828.2459540848752, 1220.2499743904934, 6.11804641004e-07
713.3560978519498, 1833.6613673165432, 1220.2499743904934, 2.25070349439e-07
688.3690645204094, 1833.8193824951068, 1220.2499743904934, 8.27987543757e-08
663.3786143518171, 1832.5398575335835, 1220.2499743904934, 3.04599594894e-08
638.5449190556994, 1831.3316280397942, 1220.2499743904934, 1.12055928751e-08
613.413646772177, 1833.6255239977356, 1220.2499743904934, 4.12230724488e-09
588.4107214746298, 1833.9271257223309, 1220.2499743904934, 1.51651208558e-09
563.51356018899, 1834.0323316859308, 1220.2499743904934, 5.57893618574e-10
538.4590516263247, 1834.017254137173, 1220.2499743904934, 2.05237592634e-10
513.5071552523492, 1833.1688407957058, 1220.2499743904934, 7.55026908856e-11
488.47833601525326, 1829.9788242056354, 1220.2499743904934, 2.77758877299e-11
463.5157054880379, 1830.4130729316162, 1220.2499743904934, 1.02181780561e-11
439.4069190784812, 1834.0308830096628, 1220.2499743904934, 3.75905763308e-12
413.7707355923563, 1832.693072570849, 1220.2499743904934, 1.38288002139e-12
388.81505988138406, 1830.4991519440837, 1220.2499743904934, 5.08733129475e-13
363.97171601698443, 1833.9952212340752, 1220.2499743904934, 1.87152459377e-13
338.8405460656567, 1832.6567003387256, 1220.2499743904934, 6.88495421694e-14
314.0709789988743, 1834.0329845149536, 1220.2499743904934, 2.53283310982e-14
288.9398837919981, 1832.362588280885, 1220.2499743904934, 9.31777229021e-15
265.1848239657602, 1832.5652951500447, 1220.2499743904934, 3.42781686308e-15
240.3805738920338, 1833.6277864125884, 1220.2499743904934, 1.26102335203e-15
214.67693188884334, 1833.16562285985, 1220.2499743904934, 4.63904566049e-16
189.74825995090728, 1833.5617211967028, 1220.2499743904934, 1.70660952515e-16
164.70197445252293, 1834.026330302123, 1220.2499743904934, 6.2782655841e-17
139.675336768054, 1831.2511583325445, 1220.2499743904934, 2.3096448346e-17
114.72786201081007, 1845.2692060561023, 1220.2499743904934, 8.49670851058e-18
91.45555018950908, 1848.952425601028, 1220.2499743904934, 3.12576437867e-18
65.14847242918466, 1848.7514564134965, 1220.2499743904934, 1.14990445286e-18
0.0, 1809.7555559527125, 1180.0642341522191, 4.23026207518e-19
0.0, 1783.2803251876805, 1167.9866903738518, 1.55622644823e-19
0.0, 1712.4581072339656, 1114.0367846226811, 5.7250371611e-20
0.0, 1680.2931571517636, 1062.2627640574394, 2.10612347151e-20
0.0, 1657.1970708710421, 1036.3530307813635, 7.74799525737e-21
0.0, 1635.0031535666476, 1011.7353998430244, 2.85032816548e-21
0.0, 1602.6800862450689, 986.4492476776211, 1.04857713267e-21
0.0, 1591.8604119930258, 963.1888481043669, 3.85749969593e-22
0.0, 1565.658502416132, 937.07342411794, 1.41909483246e-22
0.0, 1542.0336361292243, 912.1095305320254, 5.22055813934e-23
0.0, 1518.3712828701227, 887.2166947072202, 1.9205360109e-23
0.0, 1495.8253685790562, 862.3362532442445, 7.0652571444e-24
0.0, 1473.1213699949772, 837.867715342926, 2.59916285002e-24
0.0, 1448.3226210375688, 812.4765611379021, 9.56178576777e-25
0.0, 1430.0366924172954, 789.8209325116695, 3.51758440485e-25
0.0, 1405.2535342965552, 763.9780558496604, 1.29404698513e-25
0.0, 1380.4780831829662, 738.5025806856012, 4.76053281739e-26
0.0, 1360.432309351971, 714.3428625582383, 1.75130215254e-26
0.0, 1333.5245693571776, 688.8024253012949, 6.44268057199e-27
0.0, 1318.1135539002019, 666.1325288423417, 2.37012972847e-27
0.0, 1290.6566402410033, 639.70471635599, 8.71922000013e-28
0.0, 1269.9346586719466, 615.3556795012636, 3.2076217811e-28
0.0, 1240.7679174223467, 590.1602965931297, 1.18001810832e-28
0.0, 1225.9087960207255, 567.3143922763288, 4.34104402261e-29
0.0, 1192.5677179791332, 540.6872373573392, 1.59698084914e-29
0.0, 1181.4542327162076, 517.3171682078132, 5.87496422342e-30
0.0, 1165.5382577369132, 496.52636535166357, 2.16127855541e-30
0.0, 1132.8826235054069, 468.11265342646436, 7.95089947182e-31
0.0, 1113.5256863110358, 443.4348792506747, 2.9249724545e-31
0.0, 1088.498084808416, 418.1490816101926, 1.076037232e-31
0.0, 1054.8606188597819, 393.24312737759226, 3.95851975589e-32
0.0, 1045.6976250635585, 368.6387318140153, 1.45625803566e-32
0.0, 1026.0299498989873, 344.357247904575, 5.35727392362e-33
0.0, 1001.6557347644521, 318.9101669392102, 1.97083093722e-33
0.0, 978.4132588288577, 293.9015841958426, 7.25028183829e-34
0.0, 959.7173800799659, 270.39910798477393, 2.667229631e-34
0.0, 939.8425410477744, 245.79886105158337, 9.8121894613e-35
0.0, 908.4323550655744, 219.69245113962032, 3.60970277569e-35
0.0, 892.0251639711316, 195.47689948304284, 1.32793543992e-35
0.0, 870.1222238574271, 171.9571344287984, 4.88520147548e-36
0.0, 850.1269372043473, 146.04012359000987, 1.79716518881e-36
0.0, 822.4601644960263, 120.66911584254788, 6.61140125352e-37
0.0, 797.4960457612603, 95.64912398683133, 2.43219859851e-37
0.0, 774.8685224556773, 72.60133724989637, 8.94755861236e-38
0.0, 752.6614511146219, 46.565913918222165, 3.29162286216e-38

915.9056541168843, 1549.5647836047006, 964.0876516168018, 1
857.1513584635613, 1513.8632922677389, 964.0876516168018, 0.735758882343
810.5364202446823, 1457.3297619795608, 964.0876516168018, 0.270670566473
784.5977419878412, 1425.373098469018, 964.0876516168018, 0.0995741367357
759.774043258935, 1400.6405865052652, 964.0876516168018, 0.0366312777775
734.6676550890572, 1375.8400608626903, 964.0876516168018, 0.0134758939982
709.7681406940573, 1350.766171838923, 964.0876516168018, 0.00495750435333
685.3742667407018, 1325.8818731266301, 964.0876516168018, 0.00182376393111
659.9995624926225, 1308.3739631772355, 964.0876516168018, 0.000670925255805
634.9399249812285, 1279.1025789827506, 964.0876516168018, 0.000246819608173
610.1555121113887, 1266.462047903056, 964.0876516168018, 9.0799859525e-05
585.1017792968834, 1237.133011301146, 964.0876516168018, 3.34034015805e-05
560.2691425649667, 1213.7672893737488, 964.0876516168018, 1.22884247067e-05
535.458825782763, 1188.015873629266, 964.0876516168018, 4.52065881396e-06
510.40283548951874, 1165.8422744309835, 964.0876516168018, 1.66305743821e-06
485.76666696232365, 1137.9784087325704, 964.0876516168018, 6.11804641004e-07
461.89482533497124, 1115.0858269835655, 964.0876516168018, 2.25070349439e-07
436.25912890626097, 1089.8653352655508, 964.0876516168018, 8.27987543757e-08
411.01565074724294, 1065.9557481563181, 964.0876516168018, 3.04599594894e-08
386.2944695938063, 1040.872954244047, 964.0876516168018, 1.12055928751e-08
361.4914119070437, 1030.8014212446326, 964.0876516168018, 4.12230724488e-09
338.62805059532815, 995.3335029937143, 964.0876516168018, 1.51651208558e-09
312.0595280330449, 979.8276585212229, 964.0876516168018, 5.57893618574e-10
287.08902181944967, 959.2256695095459, 964.0876516168018, 2.05237592634e-10
262.00835184842583, 933.3642870977308, 964.0876516168018, 7.55026908856e-11
237.08947399175665, 906.1415266556471, 964.0876516168018, 2.77758877299e-11
212.12113738690917, 879.7488730557986, 964.0876516168018, 1.02181780561e-11
187.15783846074567, 864.928384061776, 964.0876516168018, 3.75905763308e-12
162.08430908253558, 834.6533433229922, 964.0876516168018, 1.38288002139e-12
137.2722634409887, 811.3924949089716, 964.0876516168018, 5.08733129475e-13
112.28877759329085, 799.9061966402047, 964.0876516168018, 1.87152459377e-13
87.17124695942461, 768.8063088510535, 964.0876516168018, 6.88495421694e-14
62.32413025525074, 776.2176137622629, 964.0876516168018, 2.53283310982e-14
0.0, 739.9209164125225, 926.8247980354873, 9.31777229021e-15
0.0, 769.697363060203, 919.4776593969194, 3.42781686308e-15
0.0, 663.0266393398381, 865.4052481707049, 1.26102335203e-15
0.0, 666.1194609800966, 810.5950807300413, 4.63904566049e-16
0.0, 682.364814742614, 784.8964130867739, 1.70660952515e-16
0.0, 688.7755282343473, 759.9353139415656, 6.2782655841e-17
0.0, 686.4050180287325, 735.2908861073432, 2.3096448346e-17
0.0, 687.2977810591138, 710.1599229559309, 8.49670851058e-18
0.0, 686.5982196753995, 685.6736178425714, 3.12576437867e-18
0.0, 685.894457020647, 660.5354579723341, 1.14990445286e-18
0.0, 689.2949273569566, 636.3416544190251, 4.23026207518e-19
0.0, 687.5790947956253, 610.7835963204559, 1.55622644823e-19
0.0, 692.932136154249, 587.6139063017682, 5.7250371611e-20
0.0, 689.1336107239553, 561.5667248543405, 2.10612347151e-20
