Sensor1 Sensor2 Sensor3 ExpectedUtility
----------------------------------------------------------
424.608611551993 0.0 338.1021191958346 0.019999999999999383
376.68681012154764 0.0 363.2241159193865 0.03999999999999938
326.43588437757654 0.0 382.50463935552483 0.05999999999999939
277.3668070657842 0.0 404.9133187713058 0.07999999999999939
228.6292247667835 0.0 418.4225022925685 0.0999999999999994
180.4887998516846 0.0 443.23276751435435 0.1199999999999994
130.84789626796248 0.0 458.47448928506776 0.1399999999999994
81.62852489415181 0.0 486.21613098999296 0.1599999999999994
41.029123138178285 0.0 513.9908756144782 0.17999999999999938
9.471507189655137 0.0 539.7017032123082 0.19999999999999937
1.068673417144085 0.0 563.012505417943 0.21999999999999936
17.15291221142324 0.0 587.9195871551558 0.23999999999999935
17.48784124357688 0.0 611.2894570223318 0.25999999999999934
31.488842261777968 0.0 636.7069031961555 0.27999999999999936
25.62161796638028 0.0 660.9020891981626 0.2999999999999994
25.954208422820884 0.0 686.845203697777 0.3199999999999994
27.97435472778144 0.0 710.1592803675381 0.3399999999999994
51.155879969607824 0.0 711.2329726892588 0.35999999999999943
87.07876640821013 0.0 710.4829282494783 0.37999999999999945
140.40927080686222 0.0 697.1436463751285 0.39999999999999947
166.51775563809557 0.0 696.6777622865366 0.4199999999999995
185.38768204781542 0.0 676.399702611196 0.4399999999999995
226.75234239059895 0.0 613.8692172278687 0.4599999999999995
249.3703827486818 0.0 623.7042459202834 0.47999999999999954
274.69905252120196 0.0 583.289668149816 0.49999999999999956
300.83144976840356 0.0 569.447565425187 0.5199999999999996
316.4109257583796 0.0 532.8818505669773 0.5399999999999996
343.87769832330696 0.0 525.0866723844471 0.5599999999999996
360.37158955548057 0.0 489.86431928949105 0.5799999999999996
391.2442599830772 0.0 476.41590921797604 0.5999999999999996
411.1736947770288 0.0 450.6691873861224 0.6199999999999997
434.69682496031106 0.0 426.31286240048263 0.6399999999999997
458.5550692990782 0.0 404.18839828249565 0.6599999999999997
481.8440725511111 0.0 386.1333153955301 0.6799999999999997
496.6629519827633 0.0 356.5767777119549 0.6999999999999997
528.0168357098337 0.0 338.8288136725943 0.7199999999999998
552.2143953080148 0.0 318.190542113068 0.7399999999999998
576.5687030797592 0.0 298.3447339950765 0.7599999999999998
598.0845882224654 0.0 273.98590359143003 0.7799999999999998
621.5841221793057 0.0 253.59090423150732 0.7999999999999998
646.2976175195101 0.0 236.5629362962539 0.8199999999999998
669.2636312811363 0.0 217.34453062209738 0.8399999999999999
685.93067440305 0.0 188.23089545887305 0.8599999999999999
713.2859424304776 0.0 178.12129454363233 0.8799999999999999
731.3557246597741 0.0 155.6004098941798 0.8999999999999999
745.9950576857144 0.0 128.90519748206484 0.9199999999999999
777.5678520681113 0.0 125.88927722773022 0.94
782.3324883726568 0.0 88.82741432028537 0.96
814.5529897075961 0.0 95.71206792237909 0.98
800.0919728040243 0.0 46.367163332985164 1

2383.7080982639027 0.0 619.9579986424258 0.019999999999999383
2385.494620264643 0.0 619.999788315244 0.03999999999999938
2385.436582473485 0.0 619.9357772727572 0.05999999999999939
2385.0278230787903 0.0 617.8495582827021 0.07999999999999939
2384.313716870399 0.0 619.6743226974727 0.0999999999999994
2384.8804040751133 0.0 620.0549156437245 0.1199999999999994
2385.3493883275773 0.0 619.9906563608323 0.1399999999999994
2383.8251644989277 0.0 619.7472829488188 0.1599999999999994
2380.17436878879 0.0 615.2919662066973 0.17999999999999938
2385.2138176287153 0.0 620.0566670404689 0.19999999999999937
2384.9918415743387 0.0 618.5419011881293 0.21999999999999936
2385.183986320799 0.0 619.398676253919 0.23999999999999935
2385.3364160494434 0.0 619.7117865483823 0.25999999999999934
2384.246550852784 0.0 618.0677937532372 0.27999999999999936
2385.2916323662207 0.0 618.9743085747625 0.2999999999999994
2383.3757528389688 0.0 620.0028445879997 0.3199999999999994
2385.575669665593 0.0 619.9147809212212 0.3399999999999994
2384.9165861845304 0.0 620.0325211761298 0.35999999999999943
2385.192738268644 0.0 619.5718317765434 0.37999999999999945
2382.3653070482205 0.0 620.0184251679092 0.39999999999999947
2383.9722637395544 0.0 619.7157932180415 0.4199999999999995
2385.4851088313503 0.0 619.9200869732645 0.4399999999999995
2384.8487111080394 0.0 620.0301294257468 0.4599999999999995
2384.728686062219 0.0 619.510822163862 0.47999999999999954
2385.531268104745 0.0 619.7519902477437 0.49999999999999956
2385.609419846538 0.0 619.1034391645029 0.5199999999999996
2381.9464568945423 0.0 618.9069958823196 0.5399999999999996
2381.8896621513527 0.0 618.6305521993053 0.5599999999999996
2381.616142563555 0.0 613.8452500246619 0.5799999999999996
2334.803616196943 0.0 576.409090618513 0.5999999999999996
2247.200652528762 0.0 531.5257074264745 0.6199999999999997
2144.0057125329495 0.0 484.7554316670243 0.6399999999999997
2090.288558644389 0.0 460.44991449246703 0.6599999999999997
2040.1898497057543 0.0 435.6778799624156 0.6799999999999997
1992.5237195876641 0.0 410.4980028023688 0.6999999999999997
1941.8126538391273 0.0 386.96651586095095 0.7199999999999998
1891.7437833045622 0.0 363.5199594927525 0.7399999999999998
1843.64876678681 0.0 342.25303956863206 0.7599999999999998
1795.313979633299 0.0 317.2076826081765 0.7799999999999998
1750.1272888871588 0.0 291.25995769818223 0.7999999999999998
1698.968830120939 0.0 265.62735322137456 0.8199999999999998
1648.4352022135138 0.0 240.2284095965261 0.8399999999999999
1598.8194614900588 0.0 218.68624136445254 0.8599999999999999
1549.71522213556 0.0 191.20583135973962 0.8799999999999999
1507.9661021454397 0.0 170.363198040344 0.8999999999999999
1451.7415762965488 0.0 143.04869311754007 0.9199999999999999
1403.7446456229582 0.0 122.0707773576908 0.94
1354.141306128666 0.0 98.38672304128143 0.96
1305.3494749572378 0.0 69.78229141671692 0.98
1258.085668239647 0.0 45.151571229864174 1

1296.283577994988 914.0170301022586 251.57503850740042 0.019999999999999383
1296.3052503518027 914.0233768689412 251.57503850740042 0.03999999999999938
1294.9938669771475 913.9811011355314 251.57503850740042 0.05999999999999939
1296.3767753210518 913.9562799494302 251.57503850740042 0.07999999999999939
1296.2865235771358 913.2003651328483 251.57503850740042 0.0999999999999994
1296.1878232367096 913.825390616801 251.57503850740042 0.1199999999999994
1295.4465644729426 909.6139437044766 251.57503850740042 0.1399999999999994
1296.231592935161 913.7757651650513 251.57503850740042 0.1599999999999994
1295.7955933981925 914.0241500302302 251.57503850740042 0.17999999999999938
1295.0922436964186 913.4409507622142 251.57503850740042 0.19999999999999937
1295.1329775756333 913.9259724361298 251.57503850740042 0.21999999999999936
1295.3247894363499 911.4378476455676 251.57503850740042 0.23999999999999935
1296.136222503663 877.749496221128 251.57503850740042 0.25999999999999934
1314.1478815920502 817.7304137616321 251.57503850740042 0.27999999999999936
1317.2677089903987 776.2056627306503 251.57503850740042 0.2999999999999994
1318.3159845842079 751.5129203459873 251.57503850740042 0.3199999999999994
1318.7790017267557 726.6054691202804 251.57503850740042 0.3399999999999994
1318.7703114465085 701.4290274722948 251.57503850740042 0.35999999999999943
1314.6349693933792 676.8762606740011 251.57503850740042 0.37999999999999945
1280.4181969267258 651.8763427604323 251.57503850740042 0.39999999999999947
1234.5801015116838 628.8874137664427 251.57503850740042 0.4199999999999995
1190.9812745060856 608.5298803705384 251.57503850740042 0.4399999999999995
1163.8815946012965 580.5819085415783 251.57503850740042 0.4599999999999995
1139.148901674312 557.546913485258 251.57503850740042 0.47999999999999954
1114.2473774667424 534.3282005219022 251.57503850740042 0.49999999999999956
1090.399224359697 506.81474065618 251.57503850740042 0.5199999999999996
1065.056441477642 482.688071199186 251.57503850740042 0.5399999999999996
1040.028805568027 457.1320365562753 251.57503850740042 0.5599999999999996
1016.8555477957709 438.6164466826268 251.57503850740042 0.5799999999999996
990.9924982031864 409.52240991888505 251.57503850740042 0.5999999999999996
965.6152924956464 384.9903947309517 251.57503850740042 0.6199999999999997
941.3771485920836 360.9094270530497 251.57503850740042 0.6399999999999997
917.9540389846254 335.0572243597949 251.57503850740042 0.6599999999999997
891.593858665238 310.48817168565824 251.57503850740042 0.6799999999999997
868.0584719231176 286.6777389194713 251.57503850740042 0.6999999999999997
842.1778638978532 260.7548494369195 251.57503850740042 0.7199999999999998
817.2198488072669 235.65438799552734 251.57503850740042 0.7399999999999998
793.738036371248 213.29170389911292 251.57503850740042 0.7599999999999998
768.5560900348336 187.00282195029067 251.57503850740042 0.7799999999999998
744.1846013525724 161.69204749388868 251.57503850740042 0.7999999999999998
718.610364733501 136.5973453622197 251.57503850740042 0.8199999999999998
693.4284486319237 113.09111461641166 251.57503850740042 0.8399999999999999
668.6340304107913 88.54426294955299 251.57503850740042 0.8599999999999999
643.9738823614404 64.6766875286156 251.57503850740042 0.8799999999999999
582.5536392565666 0.0 211.28370425737356 0.8999999999999999
538.9385627337858 0.0 191.54986131449687 0.9199999999999999
455.1806183748024 0.0 135.62217697984715 0.94
392.9124081510547 0.0 99.75276240193146 0.96
335.6433708417505 0.0 63.51362968267542 0.98
285.3060918245106 0.0 38.76210415904408 1

1301.1804147773723 687.9376405895148 639.5701681598352 0.019999999999999383
1301.2382880936202 662.8539072331974 639.5701681598352 0.03999999999999938
1301.6343341727256 640.8975514211129 639.5701681598352 0.05999999999999939
1301.1107930952817 615.8439166994701 639.5701681598352 0.07999999999999939
1301.7559852038116 590.1546365923057 639.5701681598352 0.0999999999999994
1299.2172245466566 564.7921619891429 639.5701681598352 0.1199999999999994
1300.4367144735654 540.0655548524237 639.5701681598352 0.1399999999999994
1301.8283434933035 514.917860792496 639.5701681598352 0.1599999999999994
1301.7245008328637 489.89558280169456 639.5701681598352 0.17999999999999938
1301.6931201366963 466.17242095191654 639.5701681598352 0.19999999999999937
1301.321372741402 440.31218688241916 639.5701681598352 0.21999999999999936
1301.7163823897902 415.9760984593562 639.5701681598352 0.23999999999999935
1300.1847405033539 390.5014865031865 639.5701681598352 0.25999999999999934
1301.8243046056425 366.07208053124907 639.5701681598352 0.27999999999999936
1301.7996851058626 340.6877399694835 639.5701681598352 0.2999999999999994
1301.6475446282686 317.6296270252565 639.5701681598352 0.3199999999999994
1301.1498960098727 291.63484836378166 639.5701681598352 0.3399999999999994
1300.6743869345767 266.37652941721853 639.5701681598352 0.35999999999999943
